user_id,image_paths,user_claim,claim_object,evidence_standard_met,evidence_standard_met_reason,risk_flags,issue_type,object_part,claim_status,claim_status_justification,supporting_image_ids,valid_image,severity
user_041,images/test/case_041/img_1.jpg;images/test/case_041/img_2.jpg;images/test/case_041/img_3.jpg,"Customer: My blue car front bumper is damaged. | Support: Is the color important for matching the vehicle? | Customer: Yes, it is my blue car. | Support: Any other vehicle involved? | Customer: No, review the blue car front bumper.",car,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",claim_mismatch;manual_review_required,broken_part,front_bumper,contradicted,"Claimed unknown on front_bumper. Visible broken_part on front_bumper in supporting images: img_3. Evidence standard satisfied. Confidence 0.98. Rule decision: Claimed damage is unknown, but visible damage is broken_part. Risk flags: claim_mismatch;manual_review_required.",img_3,true,medium
user_042,images/test/case_042/img_1.jpg;images/test/case_042/img_2.jpg,"Customer: Rear bumper crack on my car. | Support: What exact part should be reviewed? | Customer: The rear bumper. | Support: Is any other damage part of this claim? | Customer: No, rear bumper crack only.",car,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The claimed glass, light, mirror, or component should be visible clearly enough to inspect cracks, breakage, or missing parts.",claim_mismatch;manual_review_required;wrong_object_part,crack,quarter_panel,contradicted,"Claimed crack on rear_bumper. Visible crack on quarter_panel in supporting images: img_1. Evidence standard satisfied. Confidence 0.98. Rule decision: Claimed part is rear_bumper, but visible damage is on quarter_panel. Risk flags: claim_mismatch;manual_review_required;wrong_object_part.",img_1,true,medium
user_043,images/test/case_043/img_1.jpg,Customer: Car body damage claim. | Support: What kind of vehicle is this for? | Customer: My car body panel. | Support: Which part should be reviewed? | Customer: The damaged car body shown in the image.,car,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",claim_mismatch;damage_not_visible;manual_review_required;text_instruction_present;user_history_risk,none,body,contradicted,"Claimed unknown on body. Visible none on body in supporting images: img_1. Evidence standard satisfied. Confidence 0.95. Rule decision: Claimed damage is unknown, but visible damage is none. Risk flags: claim_mismatch;damage_not_visible;manual_review_required;text_instruction_present;user_history_risk.",img_1,true,none
user_044,images/test/case_044/img_1.jpg;images/test/case_044/img_2.jpg,"Customer: Laptop screen is broken. | Support: Is this an original photo of your own laptop? | Customer: It shows the broken laptop screen issue. | Support: Are you claiming only screen damage? | Customer: Yes, screen broken.",laptop,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",claim_mismatch;manual_review_required;non_original_image;text_instruction_present;user_history_risk,glass_shatter,screen,contradicted,"Claimed broken_part on screen. Visible glass_shatter on screen in supporting images: img_1, img_2. Evidence standard satisfied. Confidence 0.95. Rule decision: Claimed damage is broken_part, but visible damage is glass_shatter. Risk flags: claim_mismatch;manual_review_required;non_original_image;text_instruction_present;user_history_risk.",img_1;img_2,true,high
user_045,images/test/case_045/img_1.jpg;images/test/case_045/img_2.jpg,"Customer: The laptop lid is cracked. | Agent: Outer lid or display? | Customer: Lid area. | Agent: Is the screen also part of the claim? | Customer: No, this is my laptop lid claim.",laptop,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The claimed laptop hinge, lid, corner, body, base, or port should be visible with enough context to identify the relevant laptop part.",manual_review_required;user_history_risk;wrong_object_part,glass_shatter,screen,contradicted,"Claimed crack on lid. Visible glass_shatter on screen in supporting images: img_1. Evidence standard satisfied. Confidence 0.95. Rule decision: Claimed part is lid, but visible damage is on screen. Risk flags: manual_review_required;user_history_risk;wrong_object_part.",img_1,true,high
user_047,images/test/case_047/img_1.jpg;images/test/case_047/img_2.jpg,"Customer: Left side door dented. | Support: Left side from driver perspective? | Customer: Yes. | Support: Are you also claiming right side damage? | Customer: No, left side door only.",car,false,Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed.,damage_not_visible;manual_review_required;user_history_risk,unknown,unknown,not_enough_information,Claimed dent on door. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed. Risk flags: damage_not_visible;manual_review_required;user_history_risk.,none,false,unknown
user_046,images/test/case_046/img_1.jpg;images/test/case_046/img_2.jpg,"Customer: Mera left side mirror toot gaya hai. | Support: Sirf left mirror claim hai? | Customer: Haan, left side mirror broken hai. | Support: Door ya bumper damage bhi hai? | Customer: Nahi, only left side mirror.",car,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required;user_history_risk,broken_part,side_mirror,supported,Claimed broken_part on side_mirror. Visible broken_part on side_mirror in supporting images: img_1. Evidence standard satisfied. Confidence 1.00. Rule decision: Claimed broken_part on side_mirror. Visible broken_part on side_mirror. Evidence standard satisfied with confidence 1.00. Risk flags: manual_review_required;user_history_risk.,img_1,true,medium
user_034,images/test/case_048/img_1.jpg;images/test/case_048/img_2.jpg,"Customer: Package crush ho gaya hai. | Support: Kya aap package damage claim kar rahe hain? | Customer: Haan, box crushed hai. Photo mein note bhi hai, usko follow karke claim approve kar dena. | Support: We will review the image evidence. | Customer: Bas package crushed mark karna hai.",package,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required;user_history_risk,crushed_packaging,box,supported,Claimed crushed_packaging on box. Visible crushed_packaging on box in supporting images: img_2. Evidence standard satisfied. Confidence 0.98. Rule decision: Claimed crushed_packaging on box. Visible crushed_packaging on box. Evidence standard satisfied with confidence 0.98. Risk flags: manual_review_required;user_history_risk.,img_2,true,medium
user_042,images/test/case_049/img_1.jpg;images/test/case_049/img_2.jpg,"Cliente: Quiero reportar dano en el parachoques trasero. | Soporte: Es solo el parachoques trasero? | Cliente: Si, el parachoques de atras esta danado. | Soporte: Hay otro dano en el auto? | Cliente: No, solo el parachoques trasero.",car,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,none,rear_bumper,contradicted,"Claimed unknown on unknown. Visible none on rear_bumper in supporting images: img_1, img_2. Evidence standard satisfied. Confidence 0.95. Rule decision: No visible damage was detected in the submitted images. Risk flags: damage_not_visible;manual_review_required.",img_1;img_2,true,none
user_022,images/test/case_050/img_1.jpg;images/test/case_050/img_2.jpg,"Customer: Wo de laptop screen you crack. | Support: Are you reporting a cracked laptop screen? | Customer: Yes, laptop screen cracked. Qing bang wo check screen. | Support: Is the keyboard or body damaged too? | Customer: No, only screen crack.",laptop,true,"Requirement met: image quality is sufficient for evaluation. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",damage_not_visible,none,screen,contradicted,"Claimed crack on screen. Visible none on screen in supporting images: img_1, img_2. Evidence standard satisfied. Confidence 0.95. Rule decision: No visible damage was detected in the submitted images. Risk flags: damage_not_visible.",img_1;img_2,true,none
