user_id,image_paths,user_claim,claim_object,evidence_standard_met,evidence_standard_met_reason,risk_flags,issue_type,object_part,claim_status,claim_status_justification,supporting_image_ids,valid_image,severity
adv_sarcasm_011,images\test\case_040\img_2.jpg,"Oh great, another perfect delivery from this company. Box is completely destroyed. Thanks.",package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required,unknown,unknown,not_enough_information,"Claimed unknown on box. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: manual_review_required.",none,false,unknown
adv_sarcasm_012,images/test/nonexistent/missing.jpg,Fantastic. My brand new laptop arrived pre-broken. Really appreciate the quality control.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed broken_part on unknown. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_sarcasm_013,images\test\case_028\img_1.jpg;images\test\case_014\img_1.jpg;images\test\case_020\img_1.jpg,Love how the bumper fell off for no reason. Totally normal thing that happens.,car,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required,unknown,unknown,not_enough_information,"Claimed unknown on unknown. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: manual_review_required.",none,false,unknown
adv_sarcasm_014,images\test\case_037\img_1.jpg,Brilliant packaging. The box looks like it was used for football practice.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,"Claimed unknown on box. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: manual_review_required;text_instruction_present.",none,false,unknown
adv_sarcasm_015,images/test/nonexistent/missing.jpg,Just perfect. Screen is cracked right out of the box. Exactly what I paid for.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed crack on screen. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_sarcasm_016,images\test\case_034\img_1.jpg;images\test\case_051\img_3.jpg;images\test\case_027\img_2.jpg,Amazing quality. The door just fell off while I was driving. Top notch engineering.,car,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,"Claimed unknown on door. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: manual_review_required;text_instruction_present.",none,false,unknown
adv_sarcasm_017,images\test\case_047\img_1.jpg,Superb. The seal is already broken. Someone clearly opened this before me.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed broken_part on seal. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_sarcasm_018,images/test/nonexistent/missing.jpg,Lovely. Water damage on day one of owning this. Must be the new waterproof feature.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed water_damage on unknown. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_contradictory_019,images\test\case_037\img_1.jpg;images\test\case_007\img_2.jpg;images\test\case_048\img_1.jpg,Customer: There is a dent on the rear bumper. | Support: How did it happen? | Customer: Actually nothing happened. I just noticed it. But also maybe it was there before.,car,false,Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed.,damage_not_visible;manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,Claimed dent on rear_bumper. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed. Risk flags: damage_not_visible;manual_review_required;text_instruction_present.,none,false,unknown
adv_contradictory_020,images\test\case_006\img_1.jpg,"Customer: The screen is cracked. | Support: Can you see the crack? | Customer: No wait, it is fine. Actually there is a scratch on the trackpad instead.",laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",blurry_image;damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed scratch on screen. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage. Risk flags: blurry_image;damage_not_visible;manual_review_required.",none,false,unknown
adv_contradictory_021,images/test/nonexistent/missing.jpg,Customer: The item is missing from the package. | Support: What item? | Customer: Actually nothing is missing. The seal was just open but everything is there.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed missing_part on seal. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_contradictory_022,images\test\case_055\img_1.jpg;images\test\case_025\img_1.jpg;images\test\case_029\img_1.jpg,"Customer: The windshield is shattered. | Support: Completely shattered? | Customer: No, just a crack. Actually maybe not even a crack. Just a scratch.",car,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,"Claimed glass_shatter on windshield. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required;text_instruction_present.",none,false,unknown
adv_contradictory_023,images\test\case_037\img_1.jpg,Customer: The corner is crushed. | Support: Badly? | Customer: Actually the box is fine. The corner is slightly bent but it is fine.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,"Claimed crushed_packaging on package_corner. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required;text_instruction_present.",none,false,unknown
adv_contradictory_024,images/test/nonexistent/missing.jpg,Customer: Water damage on the keyboard. | Support: How much water? | Customer: Actually no water. It is just sticky from soda. But I said water damage.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed water_damage on keyboard. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_contradictory_025,images\test\case_042\img_1.jpg;images\test\case_053\img_2.jpg;images\test\case_036\img_2.jpg,Customer: The hinge is broken. | Support: Does it still move? | Customer: Yes it moves fine. Actually it works perfectly. Sorry for wasting time.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop hinge, lid, corner, body, base, or port should be visible with enough context to identify the relevant laptop part.",damage_not_visible;manual_review_required;text_instruction_present,unknown,unknown,not_enough_information,"Claimed broken_part on hinge. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop hinge, lid, corner, body, base, or port should be visible with enough context to identify the relevant laptop part. Risk flags: damage_not_visible;manual_review_required;text_instruction_present.",none,false,unknown
adv_contradictory_026,images\test\case_020\img_1.jpg,Customer: Dent on the door and scratch on the bumper. | Support: Two issues? | Customer: Yes both. Actually just the dent. No scratch. Actually I don't remember.,car,false,Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed.,damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,Claimed scratch on door. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed. Risk flags: damage_not_visible;manual_review_required.,none,false,unknown
adv_contradictory_027,images/test/nonexistent/missing.jpg,"Customer: Tail light is broken. | Support: The red one? | Customer: No sorry, the headlight. Actually both are fine. Just a crack on the headlight.",car,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed broken_part on taillight. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_contradictory_028,images\test\case_056\img_1.jpg;images\test\case_054\img_1.jpg;images\test\case_006\img_1.jpg,"Customer: A part is missing from the package. | Support: Which part? | Customer: Never mind, I found it. But there is a tear on the packaging.",package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",blurry_image;damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed torn_packaging on box. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: blurry_image;damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_029,images\test\case_042\img_2.jpg,Customer: Water damage on the laptop screen. | Support: Can you describe the damage? | Customer: There are lines across the display. Must be water damage.,laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed water_damage on screen. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_030,images/test/nonexistent/missing.jpg,"Customer: There is a dent on the hood. It is very deep. | Support: Dents are round, correct? | Customer: Yes, a big round dent.",car,false,Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed.,damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,Claimed dent on hood. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed. Risk flags: damage_not_visible;manual_review_required.,none,false,unknown
adv_misleading_031,images\test\case_028\img_1.jpg;images\test\case_053\img_2.jpg;images\test\case_048\img_1.jpg,"Customer: The item inside is missing. | Support: Did you open the box? | Customer: Yes, nothing inside.",package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed missing_part on package_side. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_032,images\test\case_025\img_1.jpg,Customer: The windshield is completely shattered. I can barely see through it. | Support: Any cracks? | Customer: Everywhere.,car,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed glass_shatter on windshield. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_033,images/test/nonexistent/missing.jpg,Customer: The package is completely crushed. The item inside must be destroyed. | Support: Show the damage. | Customer: It is bad.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed crushed_packaging on package_side. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The submitted images should provide visual evidence that is usable, relevant to the claim, and grounded in the claimed object. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_034,images\test\case_031\img_1.jpg;images\test\case_038\img_1.jpg;images\test\case_028\img_1.jpg,"Customer: The hinge is snapped in half. | Support: Can you close the laptop? | Customer: No, it is completely broken.",laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop hinge, lid, corner, body, base, or port should be visible with enough context to identify the relevant laptop part.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed broken_part on hinge. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop hinge, lid, corner, body, base, or port should be visible with enough context to identify the relevant laptop part. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_035,images\test\case_020\img_1.jpg,"Customer: A deep scratch across the entire door panel. Needs repainting. | Support: How deep? | Customer: Very deep, you can feel it with nail.",car,false,Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed.,damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,Claimed scratch on door. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed car panel or bumper should be visible from an angle where surface marks or deformation can be assessed. Risk flags: damage_not_visible;manual_review_required.,none,false,unknown
adv_misleading_036,images/test/nonexistent/missing.jpg,"Customer: The keyboard stopped working due to water damage. | Support: Did water get on it? | Customer: I think so, it just stopped.",laptop,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed water_damage on keyboard. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The claimed laptop screen, keyboard, or trackpad area should be visible clearly enough to inspect cracks, stains, missing keys, or surface damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
adv_misleading_037,images\test\case_038\img_1.jpg;images\test\case_054\img_1.jpg;images\test\case_042\img_1.jpg,Customer: The packaging is torn open. Items could have fallen out. | Support: Is the tear large? | Customer: The seal is open.,package,false,"Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage.",damage_not_visible;manual_review_required,unknown,unknown,not_enough_information,"Claimed torn_packaging on seal. Visible unknown on unknown in supporting images: none. Evidence standard not satisfied. Confidence 0.00. Rule decision: Requirement not met: image quality is insufficient; angle is insufficient; relevant view is cropped or obstructed. Requirement considered: The package exterior and claimed side, corner, flap, or seal should be visible clearly enough to inspect packaging damage. Risk flags: damage_not_visible;manual_review_required.",none,false,unknown
